Prov_Name,Topic,Characteristic,Total
New Brunswick,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,4.8
New Brunswick,Occupied private dwelling characteristics,Number of owned dwellings,223375
New Brunswick,Occupied private dwelling characteristics,Number of rented dwellings,71235
New Brunswick,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,211225
New Brunswick,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,84730
New Brunswick,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,9.7
New Brunswick,Occupied private dwelling characteristics,Average number of rooms per dwelling,6.7
New Brunswick,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,0.4
New Brunswick,Occupied private dwelling characteristics,Average value of owned dwelling ($),119549
New Brunswick,Selected family characteristics,Total number of census families,217790
New Brunswick,Selected family characteristics,   Number of married-couple families,151210
New Brunswick,Selected family characteristics,   Number of common-law-couple families,31000
New Brunswick,Selected family characteristics,   Number of lone-parent families,35585
New Brunswick,Selected family characteristics,      Number of female lone-parent families,29150
New Brunswick,Selected family characteristics,      Number of male lone-parent families,6435
New Brunswick,Selected family characteristics,Average number of persons in all census families,2.8
New Brunswick,Selected family characteristics,   Average number of persons in married-couple families,2.9
New Brunswick,Selected family characteristics,   Average number of persons in common-law-couple families,2.7
New Brunswick,Selected family characteristics,   Average number of persons in lone-parent families,2.4
New Brunswick,Selected family characteristics,      Average number of persons in female lone-parent families,2.5
New Brunswick,Selected family characteristics,      Average number of persons in male lone-parent families,2.3
New Brunswick,Selected family characteristics,Median income in 2005 - All census families ($),52878
New Brunswick,Selected family characteristics,   Median income in 2005 - Married-couple families ($),60726
New Brunswick,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),49137
New Brunswick,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),28416
New Brunswick,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),26810
New Brunswick,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),35859
New Brunswick,Selected family characteristics,Median after-tax income in 2005 - All census families ($),46198
New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),52000
New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),43211
New Brunswick,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),27375
New Brunswick,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),26152
New Brunswick,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),32559
New Brunswick,Selected household characteristics,Total private households,295960
New Brunswick,Selected household characteristics,   Households containing a couple (married or common-law) with children,79580
New Brunswick,Selected household characteristics,   Households containing a couple (married or common-law) without children,97290
New Brunswick,Selected household characteristics,   One-person households,71940
New Brunswick,Selected household characteristics,   Other household types,47145
New Brunswick,Selected household characteristics,Median income in 2005 - All private households ($),45194
New Brunswick,Selected household characteristics,   Median income in 2005 - Couple households with children ($),69945
New Brunswick,Selected household characteristics,   Median income in 2005 - Couple households without children ($),52132
New Brunswick,Selected household characteristics,   Median income in 2005 - One-person households ($),21294
New Brunswick,Selected household characteristics,   Median income in 2005 - Other household types ($),36130
New Brunswick,Selected household characteristics,Median after-tax income in 2005 - All private households ($),39984
New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),59630
New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),45524
New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),19580
New Brunswick,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),33809
New Brunswick,Selected household characteristics,Median monthly payments for rented dwellings ($),558
New Brunswick,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),551
New Brunswick,Selected household characteristics,Average household size,2.4
New Brunswick,Mother tongue,Total population,719650
New Brunswick,Mother tongue,   English only,463190
New Brunswick,Mother tongue,   French only,232980
New Brunswick,Mother tongue,   English and French,4450
New Brunswick,Mother tongue,   Other language(s),19025
New Brunswick,Knowledge of official languages,Total population,719650
New Brunswick,Knowledge of official languages,   English only,405045
New Brunswick,Knowledge of official languages,   French only,73750
New Brunswick,Knowledge of official languages,   English and French,240085
New Brunswick,Knowledge of official languages,   Neither English nor French,765
New Brunswick,Language spoken most often at home,Total population,719650
New Brunswick,Language spoken most often at home,   English,494210
New Brunswick,Language spoken most often at home,   French,211665
New Brunswick,Language spoken most often at home,   Non-official language,8355
New Brunswick,Language spoken most often at home,   English and French,4295
New Brunswick,Language spoken most often at home,   English and non-official language,965
New Brunswick,Language spoken most often at home,   French and non-official language,130
New Brunswick,Language spoken most often at home,"   English, French and non-official language",30
New Brunswick,Immigrant status and period of immigration,Total population,719650
New Brunswick,Immigrant status and period of immigration,   Non-immigrants,690695
New Brunswick,Immigrant status and period of immigration,   Immigrants,26400
New Brunswick,Immigrant status and period of immigration,      Before 1991,18070
New Brunswick,Immigrant status and period of immigration,      1991 to 2000,4030
New Brunswick,Immigrant status and period of immigration,      2001 to 2006,4295
New Brunswick,Immigrant status and period of immigration,   Non-permanent residents,2560
New Brunswick,Citizenship,Total population,719650
New Brunswick,Citizenship,   Canadian citizens,708465
New Brunswick,Citizenship,      Canadian citizens under age 18,146275
New Brunswick,Citizenship,      Canadian citizens age 18 and over,562195
New Brunswick,Citizenship,   Not Canadian citizens,11185
New Brunswick,Generation status,Total population 15 years and over,601425
New Brunswick,Generation status,   1st generation,28330
