GEO_NAME,CHARACTERISTIC_NAME,Total
Prince Edward Island,  Gaspesian,0
Prince Edward Island,  Norman,10
Prince Edward Island,"  Southern or East African, n.o.s.",10
Prince Edward Island,  Ivorian,0
Prince Edward Island,  Saulteaux,0
Prince Edward Island,"  Anishinaabe, n.o.s.",0
Prince Edward Island,  Burundian,0
Prince Edward Island,  Tigrinya,0
Prince Edward Island,  Nicaraguan,25
Prince Edward Island,  Mauritian,15
Prince Edward Island,  Kenyan,25
Prince Edward Island,  Oji-Cree,0
Prince Edward Island,  Vincentian,0
Prince Edward Island,  Jordanian,10
Prince Edward Island,  Manitoban,25
Prince Edward Island,  Cape Bretoner,85
Prince Edward Island,  Rwandan,15
Prince Edward Island,  Grenadian,15
Prince Edward Island,  Malayali,65
Prince Edward Island,  Chaldean,0
Prince Edward Island,  Sinhalese,0
Prince Edward Island,  Mayan,35
Prince Edward Island,  Honduran,10
Prince Edward Island,  Cherokee,50
Prince Edward Island,  Qalipu Mi'kmaq,0
Prince Edward Island,  Indo-Caribbean,10
Prince Edward Island,  Flemish,60
Prince Edward Island,  United Empire Loyalist,100
Prince Edward Island,  Senegalese,0
Prince Edward Island,  Azerbaijani,0
Prince Edward Island,  Sicilian,15
Prince Edward Island,  Pashtun,0
Prince Edward Island,  Malay,35
Prince Edward Island,  Goan,0
Prince Edward Island,"  Bantu, n.o.s.",0
Prince Edward Island,  Tibetan,0
Prince Edward Island,  Zimbabwean,20
Prince Edward Island,  Burmese,80
Prince Edward Island,  Mongolian,15
Prince Edward Island,  Azorean,0
Prince Edward Island,  Atikamekw,0
Prince Edward Island,  Bamileke,25
Prince Edward Island,  Indo-Guyanese,0
Prince Edward Island,  Ugandan,0
Prince Edward Island,  Oromo,0
Prince Edward Island,  Tanzanian,20
Prince Edward Island,  Yemeni,0
Prince Edward Island,  Central African,0
Prince Edward Island,  Libyan,0
Prince Edward Island,  Basque,65
Prince Edward Island,  Uruguayan,0
Prince Edward Island,"  Akan, n.o.s.",0
Prince Edward Island,"  Central or West African, n.o.s.",0
Prince Edward Island,  Igorot,0
Prince Edward Island,  Fulani,0
Prince Edward Island,  Woodland Cree,0
Prince Edward Island,  Guinean,0
Prince Edward Island,  St. Lucian,0
Prince Edward Island,  Prince Edward Islander,3150
Prince Edward Island,  Maliseet,15
Prince Edward Island,  Beninese,0
Prince Edward Island,  Telugu,0
Prince Edward Island,  Roma,10
Prince Edward Island,  Costa Rican,0
Prince Edward Island,  African Nova Scotian,15
Prince Edward Island,  Malagasy,0
Prince Edward Island,  Kashmiri,0
Prince Edward Island,  Singaporean,0
Prince Edward Island,  Karen,70
Prince Edward Island,  Edo,30
Prince Edward Island,  Tajik,0
Prince Edward Island,  Amhara,0
Prince Edward Island,  Paraguayan,0
Prince Edward Island,Total - Religion for the population in private households - 25% sample data,150480
Prince Edward Island,  Buddhist,755
Prince Edward Island,  Christian,101755
Prince Edward Island,"    Christian, n.o.s.",9195
Prince Edward Island,    Anabaptist,170
Prince Edward Island,    Anglican,5025
Prince Edward Island,    Baptist,4700
Prince Edward Island,    Catholic,51790
Prince Edward Island,    Christian Orthodox,400
Prince Edward Island,    Jehovah's Witness,485
Prince Edward Island,    Latter Day Saints,175
Prince Edward Island,    Lutheran,245
Prince Edward Island,    Methodist and Wesleyan (Holiness),785
Prince Edward Island,    Pentecostal and other Charismatic,1010
Prince Edward Island,    Presbyterian,6520
Prince Edward Island,    Reformed,325
Prince Edward Island,    United Church,14635
Prince Edward Island,    Other Christian and Christian-related traditions,6300
Prince Edward Island,  Hindu,1245
Prince Edward Island,  Jewish,165
Prince Edward Island,  Muslim,1720
Prince Edward Island,  Sikh,1165
Prince Edward Island,  Traditional (North American Indigenous) spirituality,75
Prince Edward Island,  Other religions and spiritual traditions,765
Prince Edward Island,  No religion and secular perspectives,42830
Prince Edward Island,Total - Mobility status 1 year ago - 25% sample data,149245
Prince Edward Island,  Non-movers,130455
Prince Edward Island,  Movers,18785
Prince Edward Island,    Non-migrants,9310
Prince Edward Island,    Migrants,9480
Prince Edward Island,      Internal migrants,8185
Prince Edward Island,        Intraprovincial migrants,4225
Prince Edward Island,        Interprovincial migrants,3960
Prince Edward Island,      External migrants,1300
Prince Edward Island,Total - Mobility status 5 years ago - 25% sample data,143735
Prince Edward Island,  Non-movers,84530
Prince Edward Island,  Movers,59205
Prince Edward Island,    Non-migrants,15485
Prince Edward Island,    Migrants,43720
Prince Edward Island,      Internal migrants,35150
Prince Edward Island,        Intraprovincial migrants,22795
Prince Edward Island,        Interprovincial migrants,12355
Prince Edward Island,      External migrants,8565
Prince Edward Island,Total - Secondary (high) school diploma or equivalency certificate for the population aged 15 years and over in private households - 25% sample data,126900
Prince Edward Island,  No high school diploma or equivalency certificate,22245
Prince Edward Island,  With high school diploma or equivalency certificate,104655
Prince Edward Island,Total - Secondary (high) school diploma or equivalency certificate for the population aged 25 to 64 years in private households - 25% sample data,77465
Prince Edward Island,  No high school diploma or equivalency certificate,7870
Prince Edward Island,  With high school diploma or equivalency certificate,69595
Prince Edward Island,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",126895
Prince Edward Island,"  No certificate, diploma or degree",20385
Prince Edward Island,  High (secondary) school diploma or equivalency certificate,35980
Prince Edward Island,"  Postsecondary certificate, diploma or degree",70530
Prince Edward Island,    Postsecondary certificate or diploma below bachelor level,42635
Prince Edward Island,      Apprenticeship or trades certificate or diploma,8245
Prince Edward Island,        Non-apprenticeship trades certificate or diploma,4255
Prince Edward Island,        Apprenticeship certificate,3990
Prince Edward Island,"      College, CEGEP or other non-university certificate or diploma",31135
Prince Edward Island,      University certificate or diploma below bachelor level,3260
Prince Edward Island,    Bachelor's degree or higher,27890
Prince Edward Island,      Bachelor's degree,18950
Prince Edward Island,      University certificate or diploma above bachelor level,1510
Prince Edward Island,"      Degree in medicine, dentistry, veterinary medicine or optometry",700
Prince Edward Island,      Master's degree,5930
Prince Edward Island,      Earned doctorate,800
Prince Edward Island,"Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",77465
Prince Edward Island,"  No certificate, diploma or degree",7070
Prince Edward Island,  High (secondary) school diploma or equivalency certificate,20245
Prince Edward Island,"  Postsecondary certificate, diploma or degree",50155
Prince Edward Island,    Postsecondary certificate or diploma below bachelor level,28955
Prince Edward Island,      Apprenticeship or trades certificate or diploma,5140
Prince Edward Island,        Non-apprenticeship trades certificate or diploma,2525
Prince Edward Island,        Apprenticeship certificate,2615
Prince Edward Island,"      College, CEGEP or other non-university certificate or diploma",21955
Prince Edward Island,      University certificate or diploma below bachelor level,1865
Prince Edward Island,    Bachelor's degree or higher,21195
Prince Edward Island,      Bachelor's degree,14335
Prince Edward Island,      University certificate or diploma above bachelor level,1035
Prince Edward Island,"      Degree in medicine, dentistry, veterinary medicine or optometry",545
Prince Edward Island,      Master's degree,4685
Prince Edward Island,      Earned doctorate,595
Prince Edward Island,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,126900
Prince Edward Island,"  No postsecondary certificate, diploma or degree",56370
Prince Edward Island,  Education,5125
Prince Edward Island,    13. Education,5125
Prince Edward Island,"  Visual and performing arts, and communications technologies",1660
Prince Edward Island,    10. Communications technologies/technicians and support services,125
Prince Edward Island,    50. Visual and performing arts,1535
Prince Edward Island,  Humanities,3485
Prince Edward Island,"    16. Indigenous and foreign languages, literatures, and linguistics",200
Prince Edward Island,    23. English language and literature/letters,885
Prince Edward Island,"    24. Liberal arts and sciences, general studies and humanities",775
Prince Edward Island,    30A Interdisciplinary humanities,75
Prince Edward Island,    38. Philosophy and religious studies,290
Prince Edward Island,    39. Theology and religious vocations,475
Prince Edward Island,    54. History,660
Prince Edward Island,    55. French language and literature/lettersCAN,135
Prince Edward Island,  Social and behavioural sciences and law,6600
Prince Edward Island,"    05. Area, ethnic, cultural, gender, and group studies",115
Prince Edward Island,"    09. Communication, journalism and related programs",660
Prince Edward Island,    19. Family and consumer sciences/human sciences,1485
Prince Edward Island,    22. Legal professions and studies,1075
Prince Edward Island,    30B Interdisciplinary social and behavioural sciences,110
Prince Edward Island,    42. Psychology,1315
Prince Edward Island,    45. Social sciences,1850
Prince Edward Island,"  Business, management and public administration",17515
Prince Edward Island,    30.16 Accounting and computer science,35
Prince Edward Island,    44. Public administration and social service professions,1610
Prince Edward Island,"    52. Business, management, marketing and related support services",15870
Prince Edward Island,  Physical and life sciences and technologies,2865
Prince Edward Island,    26. Biological and biomedical sciences,1405
Prince Edward Island,    30.01 Biological and physical sciences,790
Prince Edward Island,    30C Other interdisciplinary physical and life sciences,45
Prince Edward Island,    40. Physical sciences,535
Prince Edward Island,    41. Science technologies/technicians,90
Prince Edward Island,"  Mathematics, computer and information sciences",2905
Prince Edward Island,    11. Computer and information sciences and support services,2590
Prince Edward Island,    25. Library science,115
Prince Edward Island,    27. Mathematics and statistics,180
Prince Edward Island,"    30D Interdisciplinary mathematics, computer and information sciences",10
Prince Edward Island,"  Architecture, engineering, and related trades",12630
Prince Edward Island,    04. Architecture and related services,300
Prince Edward Island,    14. Engineering,1710
Prince Edward Island,    15. Engineering/engineering-related technologies/technicians,2460
Prince Edward Island,    30.12 Historic preservation and conservation,0
Prince Edward Island,    46. Construction trades,3740
Prince Edward Island,    47. Mechanic and repair technologies/technicians,2765
Prince Edward Island,    48. Precision production,1650
Prince Edward Island,"  Agriculture, natural resources and conservation",2285
Prince Edward Island,    01. Agricultural and veterinary sciences/services/operations and related fields,1705
Prince Edward Island,    03. Natural resources and conservation,580
Prince Edward Island,  Health and related fields,11310
Prince Edward Island,    30.37 Design for human health,0
Prince Edward Island,"    31. Parks, recreation, leisure, fitness, and kinesiology",740
Prince Edward Island,    51. Health professions and related programs,10360
Prince Edward Island,    60. Health professions residency/fellowship programs,40
Prince Edward Island,    61. Medical residency/fellowship programs,165
Prince Edward Island,"  Personal, protective and transportation services",4145
Prince Edward Island,"    12. Culinary, entertainment, and personal services",2300
Prince Edward Island,"    28. Military science, leadership and operational art",10
Prince Edward Island,    29. Military technologies and applied sciences,75
Prince Edward Island,    43. Security and protective services,690
Prince Edward Island,    49. Transportation and materials moving,1065
Prince Edward Island,  Other,0
Prince Edward Island,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 25 to 64 years in private households - 25% sample data,77465
